teams_codes_concat,pm_market_id,pm_slug,pm_yes_token,pm_no_token,pm_best_bid,pm_best_ask,pm_question,pm_event_start_utc,kalshi_event_ticker,kalshi_market_ticker,kalshi_strike_utc
PSGREN,702586,fl1-psg-ren-2025-12-06-spread-home-1pt5,,,0.52,0.54,Spread: Paris Saint-Germain FC (-1.5),2025-12-06T20:05:00+00:00,KXLIGUE1GAME-25DEC06PSGREN,KXLIGUE1GAME-25DEC06PSGREN-SPREAD-REN-1_5,
PSGREN,702586,fl1-psg-ren-2025-12-06-spread-home-1pt5,,,0.52,0.54,Spread: Paris Saint-Germain FC (-1.5),2025-12-06T20:05:00+00:00,KXLIGUE1GAME-25DEC06PSGREN,KXLIGUE1GAME-25DEC06PSGREN-SPREAD-REN-1_5,
PSGREN,702587,fl1-psg-ren-2025-12-06-total-1pt5,,,0.86,0.88,Paris Saint-Germain FC vs. Stade Rennais FC 1901: O/U 1.5,2025-12-06T20:05:00+00:00,KXLIGUE1GAME-25DEC06PSGREN,KXLIGUE1GAME-25DEC06PSGREN-TOTAL-O1_5,
PSGREN,702590,fl1-psg-ren-2025-12-06-btts,,,0.53,0.56,Paris Saint-Germain FC vs. Stade Rennais FC 1901: Both Teams to Score,2025-12-06T20:05:00+00:00,KXLIGUE1GAME-25DEC06PSGREN,KXLIGUE1GAME-25DEC06PSGREN-TIE,
PSGREN,697906,fl1-psg-ren-2025-12-06-draw,,,0.14,0.16,Will Paris Saint-Germain FC vs. Stade Rennais FC 1901 end in a draw?,2025-12-06T20:05:00+00:00,KXLIGUE1GAME-25DEC06PSGREN,KXLIGUE1GAME-25DEC06PSGREN-TIE,
PSGREN,697907,fl1-psg-ren-2025-12-06-ren,,,0.09,0.11,Will Stade Rennais FC 1901 win on 2025-12-06?,2025-12-06T20:05:00+00:00,KXLIGUE1GAME-25DEC06PSGREN,KXLIGUE1GAME-25DEC06PSGREN-TIE,
PSGREN,702588,fl1-psg-ren-2025-12-06-total-2pt5,,,0.68,0.7,Paris Saint-Germain FC vs. Stade Rennais FC 1901: O/U 2.5,2025-12-06T20:05:00+00:00,KXLIGUE1GAME-25DEC06PSGREN,KXLIGUE1GAME-25DEC06PSGREN-TOTAL-O2_5,
PSGREN,702589,fl1-psg-ren-2025-12-06-total-3pt5,,,0.45,0.48,Paris Saint-Germain FC vs. Stade Rennais FC 1901: O/U 3.5,2025-12-06T20:05:00+00:00,KXLIGUE1GAME-25DEC06PSGREN,KXLIGUE1GAME-25DEC06PSGREN-TOTAL-O3_5,
PSGREN,697905,fl1-psg-ren-2025-12-06-psg,,,0.75,0.76,Will Paris Saint-Germain FC win on 2025-12-06?,2025-12-06T20:05:00+00:00,KXLIGUE1GAME-25DEC06PSGREN,KXLIGUE1GAME-25DEC06PSGREN-TIE,
KASKOC,672969,tur-koc-kas-2025-12-07-kas,,,0.2,0.22,Will Kasımpaşa SK win on 2025-12-07?,2025-12-07T14:00:00+00:00,KXSUPERLIGGAME-25DEC07KOCKAS,KXSUPERLIGGAME-25DEC07KOCKAS-TIE,
KASKOC,672967,tur-koc-kas-2025-12-07-koc,,,0.51,0.54,Will Kocaelispor win on 2025-12-07?,2025-12-07T14:00:00+00:00,KXSUPERLIGGAME-25DEC07KOCKAS,KXSUPERLIGGAME-25DEC07KOCKAS-TIE,
KASKOC,672968,tur-koc-kas-2025-12-07-draw,,,0.25,0.28,Will Kocaelispor vs. Kasımpaşa SK end in a draw?,2025-12-07T14:00:00+00:00,KXSUPERLIGGAME-25DEC07KOCKAS,KXSUPERLIGGAME-25DEC07KOCKAS-TIE,
KASKOC,672967,tur-koc-kas-2025-12-07-koc,,,0.51,0.54,Will Kocaelispor win on 2025-12-07?,2025-12-07T14:00:00+00:00,KXSUPERLIGGAME-25DEC07KOCKAS,KXSUPERLIGGAME-25DEC07KOCKAS-TIE,
KASKOC,672968,tur-koc-kas-2025-12-07-draw,,,0.25,0.28,Will Kocaelispor vs. Kasımpaşa SK end in a draw?,2025-12-07T14:00:00+00:00,KXSUPERLIGGAME-25DEC07KOCKAS,KXSUPERLIGGAME-25DEC07KOCKAS-TIE,
KASKOC,672969,tur-koc-kas-2025-12-07-kas,,,0.2,0.22,Will Kasımpaşa SK win on 2025-12-07?,2025-12-07T14:00:00+00:00,KXSUPERLIGGAME-25DEC07KOCKAS,KXSUPERLIGGAME-25DEC07KOCKAS-TIE,
KASKOC,672969,tur-koc-kas-2025-12-07-kas,,,0.2,0.22,Will Kasımpaşa SK win on 2025-12-07?,2025-12-07T14:00:00+00:00,KXSUPERLIGGAME-25DEC07KOCKAS,KXSUPERLIGGAME-25DEC07KOCKAS-TIE,
KASKOC,672967,tur-koc-kas-2025-12-07-koc,,,0.51,0.54,Will Kocaelispor win on 2025-12-07?,2025-12-07T14:00:00+00:00,KXSUPERLIGGAME-25DEC07KOCKAS,KXSUPERLIGGAME-25DEC07KOCKAS-TIE,
KASKOC,672968,tur-koc-kas-2025-12-07-draw,,,0.25,0.28,Will Kocaelispor vs. Kasımpaşa SK end in a draw?,2025-12-07T14:00:00+00:00,KXSUPERLIGGAME-25DEC07KOCKAS,KXSUPERLIGGAME-25DEC07KOCKAS-TIE,
KASKOC,672969,tur-koc-kas-2025-12-07-kas,,,0.2,0.22,Will Kasımpaşa SK win on 2025-12-07?,2025-12-07T14:00:00+00:00,KXSUPERLIGGAME-25DEC07KOCKAS,KXSUPERLIGGAME-25DEC07KOCKAS-TIE,
KASKOC,672967,tur-koc-kas-2025-12-07-koc,,,0.51,0.54,Will Kocaelispor win on 2025-12-07?,2025-12-07T14:00:00+00:00,KXSUPERLIGGAME-25DEC07KOCKAS,KXSUPERLIGGAME-25DEC07KOCKAS-TIE,
KASKOC,672968,tur-koc-kas-2025-12-07-draw,,,0.25,0.28,Will Kocaelispor vs. Kasımpaşa SK end in a draw?,2025-12-07T14:00:00+00:00,KXSUPERLIGGAME-25DEC07KOCKAS,KXSUPERLIGGAME-25DEC07KOCKAS-TIE,
GENKAR,672964,tur-gen-kar-2025-12-07-gen,,,0.43,0.45,Will Gençlerbirliği SK win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSUPERLIGGAME-25DEC07GENKAR,KXSUPERLIGGAME-25DEC07GENKAR-TIE,
GENKAR,672965,tur-gen-kar-2025-12-07-draw,,,0.26,0.29,Will Gençlerbirliği SK vs. Fatih Karagümrük SK end in a draw?,2025-12-07T11:30:00+00:00,KXSUPERLIGGAME-25DEC07GENKAR,KXSUPERLIGGAME-25DEC07GENKAR-TIE,
GENKAR,672966,tur-gen-kar-2025-12-07-kar,,,0.29,0.31,Will Fatih Karagümrük SK win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSUPERLIGGAME-25DEC07GENKAR,KXSUPERLIGGAME-25DEC07GENKAR-TIE,
GENKAR,672965,tur-gen-kar-2025-12-07-draw,,,0.26,0.29,Will Gençlerbirliği SK vs. Fatih Karagümrük SK end in a draw?,2025-12-07T11:30:00+00:00,KXSUPERLIGGAME-25DEC07GENKAR,KXSUPERLIGGAME-25DEC07GENKAR-TIE,
GENKAR,672966,tur-gen-kar-2025-12-07-kar,,,0.29,0.31,Will Fatih Karagümrük SK win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSUPERLIGGAME-25DEC07GENKAR,KXSUPERLIGGAME-25DEC07GENKAR-TIE,
GENKAR,672964,tur-gen-kar-2025-12-07-gen,,,0.43,0.45,Will Gençlerbirliği SK win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSUPERLIGGAME-25DEC07GENKAR,KXSUPERLIGGAME-25DEC07GENKAR-TIE,
GENKAR,672965,tur-gen-kar-2025-12-07-draw,,,0.26,0.29,Will Gençlerbirliği SK vs. Fatih Karagümrük SK end in a draw?,2025-12-07T11:30:00+00:00,KXSUPERLIGGAME-25DEC07GENKAR,KXSUPERLIGGAME-25DEC07GENKAR-TIE,
GENKAR,672966,tur-gen-kar-2025-12-07-kar,,,0.29,0.31,Will Fatih Karagümrük SK win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSUPERLIGGAME-25DEC07GENKAR,KXSUPERLIGGAME-25DEC07GENKAR-TIE,
GENKAR,672964,tur-gen-kar-2025-12-07-gen,,,0.43,0.45,Will Gençlerbirliği SK win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSUPERLIGGAME-25DEC07GENKAR,KXSUPERLIGGAME-25DEC07GENKAR-TIE,
GENKAR,672964,tur-gen-kar-2025-12-07-gen,,,0.43,0.45,Will Gençlerbirliği SK win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSUPERLIGGAME-25DEC07GENKAR,KXSUPERLIGGAME-25DEC07GENKAR-TIE,
GENKAR,672965,tur-gen-kar-2025-12-07-draw,,,0.26,0.29,Will Gençlerbirliği SK vs. Fatih Karagümrük SK end in a draw?,2025-12-07T11:30:00+00:00,KXSUPERLIGGAME-25DEC07GENKAR,KXSUPERLIGGAME-25DEC07GENKAR-TIE,
GENKAR,672966,tur-gen-kar-2025-12-07-kar,,,0.29,0.31,Will Fatih Karagümrük SK win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSUPERLIGGAME-25DEC07GENKAR,KXSUPERLIGGAME-25DEC07GENKAR-TIE,
EYUKAY,671408,tur-eyu-kay-2025-12-06-kay,,,0.24,0.26,Will Kayserispor win on 2025-12-06?,2025-12-06T11:30:00+00:00,KXSUPERLIGGAME-25DEC06EYUKAY,KXSUPERLIGGAME-25DEC06EYUKAY-TIE,
EYUKAY,671407,tur-eyu-kay-2025-12-06-draw,,,0.25,0.26,Will Eyüpspor vs. Kayserispor end in a draw?,2025-12-06T11:30:00+00:00,KXSUPERLIGGAME-25DEC06EYUKAY,KXSUPERLIGGAME-25DEC06EYUKAY-TIE,
EYUKAY,671406,tur-eyu-kay-2025-12-06-eyu,,,0.48,0.49,Will Eyüpspor win on 2025-12-06?,2025-12-06T11:30:00+00:00,KXSUPERLIGGAME-25DEC06EYUKAY,KXSUPERLIGGAME-25DEC06EYUKAY-TIE,
EYUKAY,671407,tur-eyu-kay-2025-12-06-draw,,,0.25,0.26,Will Eyüpspor vs. Kayserispor end in a draw?,2025-12-06T11:30:00+00:00,KXSUPERLIGGAME-25DEC06EYUKAY,KXSUPERLIGGAME-25DEC06EYUKAY-TIE,
EYUKAY,671406,tur-eyu-kay-2025-12-06-eyu,,,0.48,0.49,Will Eyüpspor win on 2025-12-06?,2025-12-06T11:30:00+00:00,KXSUPERLIGGAME-25DEC06EYUKAY,KXSUPERLIGGAME-25DEC06EYUKAY-TIE,
EYUKAY,671408,tur-eyu-kay-2025-12-06-kay,,,0.24,0.26,Will Kayserispor win on 2025-12-06?,2025-12-06T11:30:00+00:00,KXSUPERLIGGAME-25DEC06EYUKAY,KXSUPERLIGGAME-25DEC06EYUKAY-TIE,
EYUKAY,671408,tur-eyu-kay-2025-12-06-kay,,,0.24,0.26,Will Kayserispor win on 2025-12-06?,2025-12-06T11:30:00+00:00,KXSUPERLIGGAME-25DEC06EYUKAY,KXSUPERLIGGAME-25DEC06EYUKAY-TIE,
EYUKAY,671407,tur-eyu-kay-2025-12-06-draw,,,0.25,0.26,Will Eyüpspor vs. Kayserispor end in a draw?,2025-12-06T11:30:00+00:00,KXSUPERLIGGAME-25DEC06EYUKAY,KXSUPERLIGGAME-25DEC06EYUKAY-TIE,
EYUKAY,671406,tur-eyu-kay-2025-12-06-eyu,,,0.48,0.49,Will Eyüpspor win on 2025-12-06?,2025-12-06T11:30:00+00:00,KXSUPERLIGGAME-25DEC06EYUKAY,KXSUPERLIGGAME-25DEC06EYUKAY-TIE,
EYUKAY,671408,tur-eyu-kay-2025-12-06-kay,,,0.24,0.26,Will Kayserispor win on 2025-12-06?,2025-12-06T11:30:00+00:00,KXSUPERLIGGAME-25DEC06EYUKAY,KXSUPERLIGGAME-25DEC06EYUKAY-TIE,
EYUKAY,671407,tur-eyu-kay-2025-12-06-draw,,,0.25,0.26,Will Eyüpspor vs. Kayserispor end in a draw?,2025-12-06T11:30:00+00:00,KXSUPERLIGGAME-25DEC06EYUKAY,KXSUPERLIGGAME-25DEC06EYUKAY-TIE,
EYUKAY,671406,tur-eyu-kay-2025-12-06-eyu,,,0.48,0.49,Will Eyüpspor win on 2025-12-06?,2025-12-06T11:30:00+00:00,KXSUPERLIGGAME-25DEC06EYUKAY,KXSUPERLIGGAME-25DEC06EYUKAY-TIE,
KONRIZ,671409,tur-kon-riz-2025-12-06-kon,,,0.44,0.48,Will Konyaspor win on 2025-12-06?,2025-12-06T14:00:00+00:00,KXSUPERLIGGAME-25DEC06KONRIZ,KXSUPERLIGGAME-25DEC06KONRIZ-TIE,
KONRIZ,671410,tur-kon-riz-2025-12-06-draw,,,0.25,0.28,Will Konyaspor vs. Çaykur Rizespor end in a draw?,2025-12-06T14:00:00+00:00,KXSUPERLIGGAME-25DEC06KONRIZ,KXSUPERLIGGAME-25DEC06KONRIZ-TIE,
KONRIZ,671411,tur-kon-riz-2025-12-06-riz,,,0.25,0.27,Will Çaykur Rizespor win on 2025-12-06?,2025-12-06T14:00:00+00:00,KXSUPERLIGGAME-25DEC06KONRIZ,KXSUPERLIGGAME-25DEC06KONRIZ-TIE,
KONRIZ,671409,tur-kon-riz-2025-12-06-kon,,,0.44,0.48,Will Konyaspor win on 2025-12-06?,2025-12-06T14:00:00+00:00,KXSUPERLIGGAME-25DEC06KONRIZ,KXSUPERLIGGAME-25DEC06KONRIZ-TIE,
KONRIZ,671410,tur-kon-riz-2025-12-06-draw,,,0.25,0.28,Will Konyaspor vs. Çaykur Rizespor end in a draw?,2025-12-06T14:00:00+00:00,KXSUPERLIGGAME-25DEC06KONRIZ,KXSUPERLIGGAME-25DEC06KONRIZ-TIE,
KONRIZ,671411,tur-kon-riz-2025-12-06-riz,,,0.25,0.27,Will Çaykur Rizespor win on 2025-12-06?,2025-12-06T14:00:00+00:00,KXSUPERLIGGAME-25DEC06KONRIZ,KXSUPERLIGGAME-25DEC06KONRIZ-TIE,
KONRIZ,671409,tur-kon-riz-2025-12-06-kon,,,0.44,0.48,Will Konyaspor win on 2025-12-06?,2025-12-06T14:00:00+00:00,KXSUPERLIGGAME-25DEC06KONRIZ,KXSUPERLIGGAME-25DEC06KONRIZ-TIE,
KONRIZ,671410,tur-kon-riz-2025-12-06-draw,,,0.25,0.28,Will Konyaspor vs. Çaykur Rizespor end in a draw?,2025-12-06T14:00:00+00:00,KXSUPERLIGGAME-25DEC06KONRIZ,KXSUPERLIGGAME-25DEC06KONRIZ-TIE,
KONRIZ,671411,tur-kon-riz-2025-12-06-riz,,,0.25,0.27,Will Çaykur Rizespor win on 2025-12-06?,2025-12-06T14:00:00+00:00,KXSUPERLIGGAME-25DEC06KONRIZ,KXSUPERLIGGAME-25DEC06KONRIZ-TIE,
KONRIZ,671411,tur-kon-riz-2025-12-06-riz,,,0.25,0.27,Will Çaykur Rizespor win on 2025-12-06?,2025-12-06T14:00:00+00:00,KXSUPERLIGGAME-25DEC06KONRIZ,KXSUPERLIGGAME-25DEC06KONRIZ-TIE,
KONRIZ,671409,tur-kon-riz-2025-12-06-kon,,,0.44,0.48,Will Konyaspor win on 2025-12-06?,2025-12-06T14:00:00+00:00,KXSUPERLIGGAME-25DEC06KONRIZ,KXSUPERLIGGAME-25DEC06KONRIZ-TIE,
KONRIZ,671410,tur-kon-riz-2025-12-06-draw,,,0.25,0.28,Will Konyaspor vs. Çaykur Rizespor end in a draw?,2025-12-06T14:00:00+00:00,KXSUPERLIGGAME-25DEC06KONRIZ,KXSUPERLIGGAME-25DEC06KONRIZ-TIE,
GALSAM,669776,tur-gal-sam-2025-12-05-sam,,,0.13,0.15,Will Samsunspor win on 2025-12-05?,2025-12-05T17:00:00+00:00,KXSUPERLIGGAME-25DEC05GALSAM,KXSUPERLIGGAME-25DEC05GALSAM-TIE,
GALSAM,669775,tur-gal-sam-2025-12-05-draw,,,0.19,0.2,Will Galatasaray SK vs. Samsunspor end in a draw?,2025-12-05T17:00:00+00:00,KXSUPERLIGGAME-25DEC05GALSAM,KXSUPERLIGGAME-25DEC05GALSAM-TIE,
GALSAM,669774,tur-gal-sam-2025-12-05-gal,,,0.66,0.67,Will Galatasaray SK win on 2025-12-05?,2025-12-05T17:00:00+00:00,KXSUPERLIGGAME-25DEC05GALSAM,KXSUPERLIGGAME-25DEC05GALSAM-TIE,
GALSAM,669776,tur-gal-sam-2025-12-05-sam,,,0.13,0.15,Will Samsunspor win on 2025-12-05?,2025-12-05T17:00:00+00:00,KXSUPERLIGGAME-25DEC05GALSAM,KXSUPERLIGGAME-25DEC05GALSAM-TIE,
GALSAM,669775,tur-gal-sam-2025-12-05-draw,,,0.19,0.2,Will Galatasaray SK vs. Samsunspor end in a draw?,2025-12-05T17:00:00+00:00,KXSUPERLIGGAME-25DEC05GALSAM,KXSUPERLIGGAME-25DEC05GALSAM-TIE,
GALSAM,669774,tur-gal-sam-2025-12-05-gal,,,0.66,0.67,Will Galatasaray SK win on 2025-12-05?,2025-12-05T17:00:00+00:00,KXSUPERLIGGAME-25DEC05GALSAM,KXSUPERLIGGAME-25DEC05GALSAM-TIE,
GALSAM,669776,tur-gal-sam-2025-12-05-sam,,,0.13,0.15,Will Samsunspor win on 2025-12-05?,2025-12-05T17:00:00+00:00,KXSUPERLIGGAME-25DEC05GALSAM,KXSUPERLIGGAME-25DEC05GALSAM-TIE,
GALSAM,669775,tur-gal-sam-2025-12-05-draw,,,0.19,0.2,Will Galatasaray SK vs. Samsunspor end in a draw?,2025-12-05T17:00:00+00:00,KXSUPERLIGGAME-25DEC05GALSAM,KXSUPERLIGGAME-25DEC05GALSAM-TIE,
GALSAM,669774,tur-gal-sam-2025-12-05-gal,,,0.66,0.67,Will Galatasaray SK win on 2025-12-05?,2025-12-05T17:00:00+00:00,KXSUPERLIGGAME-25DEC05GALSAM,KXSUPERLIGGAME-25DEC05GALSAM-TIE,
GALSAM,669776,tur-gal-sam-2025-12-05-sam,,,0.13,0.15,Will Samsunspor win on 2025-12-05?,2025-12-05T17:00:00+00:00,KXSUPERLIGGAME-25DEC05GALSAM,KXSUPERLIGGAME-25DEC05GALSAM-TIE,
GALSAM,669775,tur-gal-sam-2025-12-05-draw,,,0.19,0.2,Will Galatasaray SK vs. Samsunspor end in a draw?,2025-12-05T17:00:00+00:00,KXSUPERLIGGAME-25DEC05GALSAM,KXSUPERLIGGAME-25DEC05GALSAM-TIE,
GALSAM,669774,tur-gal-sam-2025-12-05-gal,,,0.66,0.67,Will Galatasaray SK win on 2025-12-05?,2025-12-05T17:00:00+00:00,KXSUPERLIGGAME-25DEC05GALSAM,KXSUPERLIGGAME-25DEC05GALSAM-TIE,
CRELEC,699744,sea-cre-lec-2025-12-07-cre,,,0.38,0.39,Will US Cremonese win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,702625,sea-cre-lec-2025-12-07-spread-home-1pt5,,,0.15,0.19,Spread: US Cremonese (-1.5),2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-SPREAD-CRE-1_5,
CRELEC,702635,sea-cre-lec-2025-12-07-btts,,,0.41,0.5,US Cremonese vs. US Lecce: Both Teams to Score,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,699746,sea-cre-lec-2025-12-07-draw,,,0.32,0.33,Will US Cremonese vs. US Lecce end in a draw?,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,699748,sea-cre-lec-2025-12-07-lec,,,0.28,0.3,Will US Lecce win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,702628,sea-cre-lec-2025-12-07-total-1pt5,,,0.62,0.64,US Cremonese vs. US Lecce: O/U 1.5,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TOTAL-O1_5,
CRELEC,702631,sea-cre-lec-2025-12-07-total-2pt5,,,0.36,0.38,US Cremonese vs. US Lecce: O/U 2.5,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TOTAL-O2_5,
CRELEC,702633,sea-cre-lec-2025-12-07-total-3pt5,,,0.15,0.19,US Cremonese vs. US Lecce: O/U 3.5,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TOTAL-O3_5,
CRELEC,702635,sea-cre-lec-2025-12-07-btts,,,0.41,0.5,US Cremonese vs. US Lecce: Both Teams to Score,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,699746,sea-cre-lec-2025-12-07-draw,,,0.32,0.33,Will US Cremonese vs. US Lecce end in a draw?,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,699748,sea-cre-lec-2025-12-07-lec,,,0.28,0.3,Will US Lecce win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,702628,sea-cre-lec-2025-12-07-total-1pt5,,,0.62,0.64,US Cremonese vs. US Lecce: O/U 1.5,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TOTAL-O1_5,
CRELEC,702631,sea-cre-lec-2025-12-07-total-2pt5,,,0.36,0.38,US Cremonese vs. US Lecce: O/U 2.5,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TOTAL-O2_5,
CRELEC,702633,sea-cre-lec-2025-12-07-total-3pt5,,,0.15,0.19,US Cremonese vs. US Lecce: O/U 3.5,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TOTAL-O3_5,
CRELEC,699744,sea-cre-lec-2025-12-07-cre,,,0.38,0.39,Will US Cremonese win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,702625,sea-cre-lec-2025-12-07-spread-home-1pt5,,,0.15,0.19,Spread: US Cremonese (-1.5),2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-SPREAD-CRE-1_5,
CRELEC,702625,sea-cre-lec-2025-12-07-spread-home-1pt5,,,0.15,0.19,Spread: US Cremonese (-1.5),2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-SPREAD-CRE-1_5,
CRELEC,702635,sea-cre-lec-2025-12-07-btts,,,0.41,0.5,US Cremonese vs. US Lecce: Both Teams to Score,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,699746,sea-cre-lec-2025-12-07-draw,,,0.32,0.33,Will US Cremonese vs. US Lecce end in a draw?,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,699748,sea-cre-lec-2025-12-07-lec,,,0.28,0.3,Will US Lecce win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,702628,sea-cre-lec-2025-12-07-total-1pt5,,,0.62,0.64,US Cremonese vs. US Lecce: O/U 1.5,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TOTAL-O1_5,
CRELEC,702631,sea-cre-lec-2025-12-07-total-2pt5,,,0.36,0.38,US Cremonese vs. US Lecce: O/U 2.5,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TOTAL-O2_5,
CRELEC,702633,sea-cre-lec-2025-12-07-total-3pt5,,,0.15,0.19,US Cremonese vs. US Lecce: O/U 3.5,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TOTAL-O3_5,
CRELEC,699744,sea-cre-lec-2025-12-07-cre,,,0.38,0.39,Will US Cremonese win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,699744,sea-cre-lec-2025-12-07-cre,,,0.38,0.39,Will US Cremonese win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,702625,sea-cre-lec-2025-12-07-spread-home-1pt5,,,0.15,0.19,Spread: US Cremonese (-1.5),2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-SPREAD-CRE-1_5,
CRELEC,702635,sea-cre-lec-2025-12-07-btts,,,0.41,0.5,US Cremonese vs. US Lecce: Both Teams to Score,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,699746,sea-cre-lec-2025-12-07-draw,,,0.32,0.33,Will US Cremonese vs. US Lecce end in a draw?,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,699748,sea-cre-lec-2025-12-07-lec,,,0.28,0.3,Will US Lecce win on 2025-12-07?,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TIE,
CRELEC,702628,sea-cre-lec-2025-12-07-total-1pt5,,,0.62,0.64,US Cremonese vs. US Lecce: O/U 1.5,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TOTAL-O1_5,
CRELEC,702631,sea-cre-lec-2025-12-07-total-2pt5,,,0.36,0.38,US Cremonese vs. US Lecce: O/U 2.5,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TOTAL-O2_5,
CRELEC,702633,sea-cre-lec-2025-12-07-total-3pt5,,,0.15,0.19,US Cremonese vs. US Lecce: O/U 3.5,2025-12-07T11:30:00+00:00,KXSERIEAGAME-25DEC07CRELEC,KXSERIEAGAME-25DEC07CRELEC-TOTAL-O3_5,
JUVNAP,699795,sea-nap-juv-2025-12-07-juv,,,0.28,0.29,Will Juventus FC win on 2025-12-07?,2025-12-07T19:45:00+00:00,KXSERIEAGAME-25DEC07NAPJUV,KXSERIEAGAME-25DEC07NAPJUV-TIE,
JUVNAP,702573,sea-nap-juv-2025-12-07-total-2pt5,,,0.35,0.38,SSC Napoli vs. Juventus FC: O/U 2.5,2025-12-07T19:45:00+00:00,KXSERIEAGAME-25DEC07NAPJUV,KXSERIEAGAME-25DEC07NAPJUV-TOTAL-O2_5,
