teams_codes_concat,pm_market_id,pm_slug,pm_yes_token,pm_no_token,pm_best_bid,pm_best_ask,pm_question,pm_event_start_utc,kalshi_event_ticker,kalshi_market_ticker,kalshi_strike_utc
CHIGB,789753,nfl-chi-gb-2025-12-07-team-total-chi-19pt5,,,0.08,0.74,Bears Team Total: O/U 19.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O19_5,
CHIGB,741963,nfl-chi-gb-2025-12-07-team-total-gb-24pt5,,,0.04,0.71,Packers Team Total: O/U 24.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O24_5,
CHIGB,787796,nfl-chi-gb-2025-12-07-total-44pt5,,,0.49,0.51,Bears vs. Packers: O/U 44.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O44_5,
CHIGB,784358,nfl-chi-gb-2025-12-07-spread-home-5pt5,,,0.55,0.58,Spread: Packers (-5.5),2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-SPREAD-CHI-5_5,
CHIGB,789754,nfl-chi-gb-2025-12-07-1h-total-23pt5,,,0.42,0.49,Bears vs. Packers: 1H O/U 23.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-1H-TOTAL-O23_5,
CHIGB,817680,nfl-chi-gb-2025-12-07-team-total-chi-10pt5,,,0.17,0.83,Bears Team Total: O/U 10.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O10_5,
CHIGB,782362,nfl-chi-gb-2025-12-07-total-45pt5,,,0.45,0.48,Bears vs. Packers: O/U 45.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O45_5,
CHIGB,789752,nfl-chi-gb-2025-12-07-team-total-gb-26pt5,,,0.25,0.88,Packers Team Total: O/U 26.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O26_5,
CHIGB,720157,nfl-chi-gb-2025-12-07-spread-home-7pt5,,,0.44,0.45,Spread: Packers (-7.5),2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-SPREAD-CHI-7_5,
CHIGB,704956,nfl-chi-gb-2025-12-07-total-46pt5,,,0.43,0.45,Bears vs. Packers: O/U 46.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O46_5,
CHIGB,741964,nfl-chi-gb-2025-12-07-team-total-chi-20pt5,,,0.05,0.75,Bears Team Total: O/U 20.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O20_5,
CHIGB,704955,nfl-chi-gb-2025-12-07-spread-home-6pt5,,,0.51,0.52,Spread: Packers (-6.5),2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-SPREAD-CHI-6_5,
CHIGB,700746,nfl-chi-gb-2025-12-07,,,0.26,0.28,Bears vs. Packers,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-GB,
CHIGB,789755,nfl-chi-gb-2025-12-07-1h-moneyline,,,0.29,0.36,Bears vs. Packers: 1H Moneyline,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-GB,
CHIGB,806333,nfl-chi-gb-2025-12-07-team-total-chi-18pt5,,,0.08,0.73,Bears Team Total: O/U 18.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O18_5,
CHIGB,790186,nfl-chi-gb-2025-12-07-1h-spread-home-3pt5,,,0.47,0.53,1H Spread: Packers (-3.5),2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-1H-SPREAD-CHI-3_5,
CHIGB,720157,nfl-chi-gb-2025-12-07-spread-home-7pt5,,,0.44,0.45,Spread: Packers (-7.5),2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-SPREAD-CHI-7_5,
CHIGB,704956,nfl-chi-gb-2025-12-07-total-46pt5,,,0.43,0.45,Bears vs. Packers: O/U 46.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O46_5,
CHIGB,741964,nfl-chi-gb-2025-12-07-team-total-chi-20pt5,,,0.07,0.74,Bears Team Total: O/U 20.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O20_5,
CHIGB,790186,nfl-chi-gb-2025-12-07-1h-spread-home-3pt5,,,0.47,0.53,1H Spread: Packers (-3.5),2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-1H-SPREAD-CHI-3_5,
CHIGB,789753,nfl-chi-gb-2025-12-07-team-total-chi-19pt5,,,0.08,0.74,Bears Team Total: O/U 19.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O19_5,
CHIGB,741963,nfl-chi-gb-2025-12-07-team-total-gb-24pt5,,,0.04,0.71,Packers Team Total: O/U 24.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O24_5,
CHIGB,787796,nfl-chi-gb-2025-12-07-total-44pt5,,,0.49,0.51,Bears vs. Packers: O/U 44.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O44_5,
CHIGB,784358,nfl-chi-gb-2025-12-07-spread-home-5pt5,,,0.55,0.58,Spread: Packers (-5.5),2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-SPREAD-CHI-5_5,
CHIGB,789754,nfl-chi-gb-2025-12-07-1h-total-23pt5,,,0.42,0.49,Bears vs. Packers: 1H O/U 23.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-1H-TOTAL-O23_5,
CHIGB,817680,nfl-chi-gb-2025-12-07-team-total-chi-10pt5,,,0.17,0.83,Bears Team Total: O/U 10.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O10_5,
CHIGB,782362,nfl-chi-gb-2025-12-07-total-45pt5,,,0.45,0.48,Bears vs. Packers: O/U 45.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O45_5,
CHIGB,789752,nfl-chi-gb-2025-12-07-team-total-gb-26pt5,,,0.25,0.88,Packers Team Total: O/U 26.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O26_5,
CHIGB,704955,nfl-chi-gb-2025-12-07-spread-home-6pt5,,,0.51,0.52,Spread: Packers (-6.5),2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-SPREAD-CHI-6_5,
CHIGB,700746,nfl-chi-gb-2025-12-07,,,0.26,0.28,Bears vs. Packers,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-GB,
CHIGB,789755,nfl-chi-gb-2025-12-07-1h-moneyline,,,0.29,0.36,Bears vs. Packers: 1H Moneyline,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-GB,
CHIGB,806333,nfl-chi-gb-2025-12-07-team-total-chi-18pt5,,,0.08,0.73,Bears Team Total: O/U 18.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O18_5,
CHIGB,789755,nfl-chi-gb-2025-12-07-1h-moneyline,,,0.29,0.36,Bears vs. Packers: 1H Moneyline,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-GB,
CHIGB,789753,nfl-chi-gb-2025-12-07-team-total-chi-19pt5,,,0.1,0.74,Bears Team Total: O/U 19.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O19_5,
CHIGB,741963,nfl-chi-gb-2025-12-07-team-total-gb-24pt5,,,0.05,0.7,Packers Team Total: O/U 24.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O24_5,
CHIGB,806333,nfl-chi-gb-2025-12-07-team-total-chi-18pt5,,,0.09,0.73,Bears Team Total: O/U 18.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O18_5,
CHIGB,787796,nfl-chi-gb-2025-12-07-total-44pt5,,,0.49,0.51,Bears vs. Packers: O/U 44.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O44_5,
CHIGB,784358,nfl-chi-gb-2025-12-07-spread-home-5pt5,,,0.55,0.58,Spread: Packers (-5.5),2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-SPREAD-CHI-5_5,
CHIGB,789754,nfl-chi-gb-2025-12-07-1h-total-23pt5,,,0.42,0.49,Bears vs. Packers: 1H O/U 23.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-1H-TOTAL-O23_5,
CHIGB,817680,nfl-chi-gb-2025-12-07-team-total-chi-10pt5,,,0.18,0.82,Bears Team Total: O/U 10.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O10_5,
CHIGB,782362,nfl-chi-gb-2025-12-07-total-45pt5,,,0.45,0.48,Bears vs. Packers: O/U 45.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O45_5,
CHIGB,720157,nfl-chi-gb-2025-12-07-spread-home-7pt5,,,0.44,0.45,Spread: Packers (-7.5),2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-SPREAD-CHI-7_5,
CHIGB,704956,nfl-chi-gb-2025-12-07-total-46pt5,,,0.43,0.45,Bears vs. Packers: O/U 46.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O46_5,
CHIGB,741964,nfl-chi-gb-2025-12-07-team-total-chi-20pt5,,,0.07,0.74,Bears Team Total: O/U 20.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O20_5,
CHIGB,790186,nfl-chi-gb-2025-12-07-1h-spread-home-3pt5,,,0.47,0.53,1H Spread: Packers (-3.5),2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-1H-SPREAD-CHI-3_5,
CHIGB,789752,nfl-chi-gb-2025-12-07-team-total-gb-26pt5,,,0.25,0.88,Packers Team Total: O/U 26.5,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-TOTAL-O26_5,
CHIGB,704955,nfl-chi-gb-2025-12-07-spread-home-6pt5,,,0.51,0.52,Spread: Packers (-6.5),2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-SPREAD-CHI-6_5,
CHIGB,700746,nfl-chi-gb-2025-12-07,,,0.26,0.28,Bears vs. Packers,2025-12-07T21:25:00+00:00,KXNFLGAME-25DEC07CHIGB,KXNFLGAME-25DEC07CHIGB-GB,
MINWAS,704950,nfl-was-min-2025-12-07-spread-home-2pt5,,,0.46,0.48,Spread: Vikings (-2.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-SPREAD-WAS-2_5,
MINWAS,813816,nfl-was-min-2025-12-07-team-total-was-19pt5,,,0.08,0.74,Commanders Team Total: O/U 19.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O19_5,
MINWAS,812141,nfl-was-min-2025-12-07-team-total-min-11pt5,,,0.06,0.74,Vikings Team Total: O/U 11.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O11_5,
MINWAS,700748,nfl-was-min-2025-12-07,,,0.45,0.47,Commanders vs. Vikings,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-WAS,
MINWAS,819755,nfl-was-min-2025-12-07-team-total-min-15pt5,,,0.15,0.85,Vikings Team Total: O/U 15.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O15_5,
MINWAS,790162,nfl-was-min-2025-12-07-1h-spread-away-1pt5,,,0.25,0.89,1H Spread: Commanders (-1.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-1H-SPREAD-NFL-1_5,
MINWAS,790163,nfl-was-min-2025-12-07-1h-total-21pt5,,,0.41,0.55,Commanders vs. Vikings: 1H O/U 21.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-1H-TOTAL-O21_5,
MINWAS,801348,nfl-was-min-2025-12-07-team-total-min-21pt5,,,0.26,0.89,Vikings Team Total: O/U 21.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O21_5,
MINWAS,813251,nfl-was-min-2025-12-07-1h-total-20pt5,,,0.42,0.64,Commanders vs. Vikings: 1H O/U 20.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-1H-TOTAL-O20_5,
MINWAS,789731,nfl-was-min-2025-12-07-team-total-was-21pt5,,,0.26,0.89,Commanders Team Total: O/U 21.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O21_5,
MINWAS,704951,nfl-was-min-2025-12-07-total-43pt5,,,0.44,0.48,Commanders vs. Vikings: O/U 43.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O43_5,
MINWAS,820147,nfl-was-min-2025-12-07-team-total-min-17pt5,,,0.06,0.75,Vikings Team Total: O/U 17.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O17_5,
MINWAS,821341,nfl-was-min-2025-12-07-team-total-was-10pt5,,,0.14,0.86,Commanders Team Total: O/U 10.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O10_5,
MINWAS,784347,nfl-was-min-2025-12-07-spread-away-1pt5,,,0.43,0.45,Spread: Commanders (-1.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-SPREAD-NFL-1_5,
MINWAS,795914,nfl-was-min-2025-12-07-1h-spread-away-0pt5,,,0.26,0.91,1H Spread: Commanders (-0.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-1H-SPREAD-NFL-0_5,
MINWAS,782354,nfl-was-min-2025-12-07-total-42pt5,,,0.48,0.5,Commanders vs. Vikings: O/U 42.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O42_5,
MINWAS,790164,nfl-was-min-2025-12-07-1h-moneyline,,,0.42,0.57,Commanders vs. Vikings: 1H Moneyline,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-WAS,
MINWAS,782353,nfl-was-min-2025-12-07-spread-home-1pt5,,,0.5,0.53,Spread: Vikings (-1.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-SPREAD-WAS-1_5,
MINWAS,798352,nfl-was-min-2025-12-07-team-total-was-20pt5,,,0.25,0.89,Commanders Team Total: O/U 20.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O20_5,
MINWAS,784348,nfl-was-min-2025-12-07-total-41pt5,,,0.52,0.54,Commanders vs. Vikings: O/U 41.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O41_5,
MINWAS,813250,nfl-was-min-2025-12-07-team-total-min-22pt5,,,0.05,0.74,Vikings Team Total: O/U 22.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O22_5,
MINWAS,789732,nfl-was-min-2025-12-07-team-total-min-20pt5,,,0.26,0.91,Vikings Team Total: O/U 20.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O20_5,
MINWAS,790164,nfl-was-min-2025-12-07-1h-moneyline,,,0.42,0.57,Commanders vs. Vikings: 1H Moneyline,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-WAS,
MINWAS,782353,nfl-was-min-2025-12-07-spread-home-1pt5,,,0.5,0.53,Spread: Vikings (-1.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-SPREAD-WAS-1_5,
MINWAS,798352,nfl-was-min-2025-12-07-team-total-was-20pt5,,,0.25,0.93,Commanders Team Total: O/U 20.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O20_5,
MINWAS,704950,nfl-was-min-2025-12-07-spread-home-2pt5,,,0.46,0.48,Spread: Vikings (-2.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-SPREAD-WAS-2_5,
MINWAS,813816,nfl-was-min-2025-12-07-team-total-was-19pt5,,,0.08,0.74,Commanders Team Total: O/U 19.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O19_5,
MINWAS,812141,nfl-was-min-2025-12-07-team-total-min-11pt5,,,0.06,0.74,Vikings Team Total: O/U 11.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O11_5,
MINWAS,700748,nfl-was-min-2025-12-07,,,0.45,0.47,Commanders vs. Vikings,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-WAS,
MINWAS,819755,nfl-was-min-2025-12-07-team-total-min-15pt5,,,0.15,0.85,Vikings Team Total: O/U 15.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O15_5,
MINWAS,790162,nfl-was-min-2025-12-07-1h-spread-away-1pt5,,,0.25,0.89,1H Spread: Commanders (-1.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-1H-SPREAD-NFL-1_5,
MINWAS,790163,nfl-was-min-2025-12-07-1h-total-21pt5,,,0.41,0.55,Commanders vs. Vikings: 1H O/U 21.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-1H-TOTAL-O21_5,
MINWAS,801348,nfl-was-min-2025-12-07-team-total-min-21pt5,,,0.26,0.89,Vikings Team Total: O/U 21.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O21_5,
MINWAS,813251,nfl-was-min-2025-12-07-1h-total-20pt5,,,0.42,0.64,Commanders vs. Vikings: 1H O/U 20.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-1H-TOTAL-O20_5,
MINWAS,789731,nfl-was-min-2025-12-07-team-total-was-21pt5,,,0.26,0.89,Commanders Team Total: O/U 21.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O21_5,
MINWAS,704951,nfl-was-min-2025-12-07-total-43pt5,,,0.44,0.48,Commanders vs. Vikings: O/U 43.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O43_5,
MINWAS,820147,nfl-was-min-2025-12-07-team-total-min-17pt5,,,0.06,0.75,Vikings Team Total: O/U 17.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O17_5,
MINWAS,821341,nfl-was-min-2025-12-07-team-total-was-10pt5,,,0.14,0.86,Commanders Team Total: O/U 10.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O10_5,
MINWAS,784347,nfl-was-min-2025-12-07-spread-away-1pt5,,,0.43,0.45,Spread: Commanders (-1.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-SPREAD-NFL-1_5,
MINWAS,795914,nfl-was-min-2025-12-07-1h-spread-away-0pt5,,,0.26,0.91,1H Spread: Commanders (-0.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-1H-SPREAD-NFL-0_5,
MINWAS,782354,nfl-was-min-2025-12-07-total-42pt5,,,0.48,0.5,Commanders vs. Vikings: O/U 42.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O42_5,
MINWAS,784348,nfl-was-min-2025-12-07-total-41pt5,,,0.52,0.54,Commanders vs. Vikings: O/U 41.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O41_5,
MINWAS,813250,nfl-was-min-2025-12-07-team-total-min-22pt5,,,0.05,0.74,Vikings Team Total: O/U 22.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O22_5,
MINWAS,789732,nfl-was-min-2025-12-07-team-total-min-20pt5,,,0.26,0.91,Vikings Team Total: O/U 20.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O20_5,
MINWAS,789732,nfl-was-min-2025-12-07-team-total-min-20pt5,,,0.25,0.97,Vikings Team Total: O/U 20.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O20_5,
MINWAS,801348,nfl-was-min-2025-12-07-team-total-min-21pt5,,,0.26,0.89,Vikings Team Total: O/U 21.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O21_5,
MINWAS,789731,nfl-was-min-2025-12-07-team-total-was-21pt5,,,0.26,0.89,Commanders Team Total: O/U 21.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O21_5,
MINWAS,704951,nfl-was-min-2025-12-07-total-43pt5,,,0.44,0.47,Commanders vs. Vikings: O/U 43.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O43_5,
MINWAS,820147,nfl-was-min-2025-12-07-team-total-min-17pt5,,,0.06,0.76,Vikings Team Total: O/U 17.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O17_5,
MINWAS,821341,nfl-was-min-2025-12-07-team-total-was-10pt5,,,0.16,0.84,Commanders Team Total: O/U 10.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O10_5,
MINWAS,784347,nfl-was-min-2025-12-07-spread-away-1pt5,,,0.43,0.45,Spread: Commanders (-1.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-SPREAD-NFL-1_5,
MINWAS,795914,nfl-was-min-2025-12-07-1h-spread-away-0pt5,,,0.26,0.91,1H Spread: Commanders (-0.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-1H-SPREAD-NFL-0_5,
MINWAS,782354,nfl-was-min-2025-12-07-total-42pt5,,,0.48,0.5,Commanders vs. Vikings: O/U 42.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O42_5,
MINWAS,790164,nfl-was-min-2025-12-07-1h-moneyline,,,0.42,0.57,Commanders vs. Vikings: 1H Moneyline,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-WAS,
MINWAS,782353,nfl-was-min-2025-12-07-spread-home-1pt5,,,0.5,0.53,Spread: Vikings (-1.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-SPREAD-WAS-1_5,
MINWAS,798352,nfl-was-min-2025-12-07-team-total-was-20pt5,,,0.25,0.93,Commanders Team Total: O/U 20.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O20_5,
MINWAS,704950,nfl-was-min-2025-12-07-spread-home-2pt5,,,0.46,0.48,Spread: Vikings (-2.5),2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-SPREAD-WAS-2_5,
MINWAS,813816,nfl-was-min-2025-12-07-team-total-was-19pt5,,,0.08,0.74,Commanders Team Total: O/U 19.5,2025-12-07T18:00:00+00:00,KXNFLGAME-25DEC07WASMIN,KXNFLGAME-25DEC07WASMIN-TOTAL-O19_5,
